esgType,Sector,industry,Company,locationName,locationGeneralType,locationType,countryName,latitude,longitude,NonGHGAirPollutants,GHGEmissions,SoilPollutants,SolidWaste,WaterPollutants,WaterUse,WaterQuality,waterStressScore,MarineEcosystemUse,FreshwaterEcosystemUse,ProductionProcess,landUsage,TotalSpeciesCount1km,located_within_KBA_or_Not,located_within_WPA_or_Not,area_KBA_1km,area_WPA_1km,distance_Kms_to_closest_KBA,distance_Kms_to_closest_WPA,AnnualHurricaneOccurance250Km,AnnualMaxStormSpeed250Km,AnnualLandslideOccurance25Km,RiverineInundation2030RCP45ReturnPeriod100,RiverineInundation2050RCP45ReturnPeriod100,RiverineInundation2080RCP45ReturnPeriod100,RiverineInundation2030RCP85ReturnPeriod100,RiverineInundation2050RCP85ReturnPeriod100,RiverineInundation2080RCP85ReturnPeriod100,CoastalInundation2030RCP45ReturnPeriod100Percentile95,CoastalInundation2030RCP85ReturnPeriod100Percentile95,CoastalInundation2050RCP45ReturnPeriod100Percentile95,CoastalInundation2050RCP85ReturnPeriod100Percentile95,CoastalInundation2080RCP45ReturnPeriod100Percentile95,CoastalInundation2080RCP85ReturnPeriod100Percentile95,heatwaveRiskScore_2025_RCP45,heatwaveRiskScore_2025_RCP85,heatwaveRiskScore_2050_RCP45,heatwaveRiskScore_2050_RCP85,heatwaveRiskScore_2075_RCP45,heatwaveRiskScore_2075_RCP85,heatwaveRiskScore_2100_RCP45,heatwaveRiskScore_2100_RCP85,coldwaveRiskScore_2025_RCP45,coldwaveRiskScore_2025_RCP85,coldwaveRiskScore_2050_RCP45,coldwaveRiskScore_2050_RCP85,coldwaveRiskScore_2075_RCP45,coldwaveRiskScore_2075_RCP85,coldwaveRiskScore_2100_RCP45,coldwaveRiskScore_2100_RCP85,annualAccumilatedRainfall2030RCP45,annualAccumilatedRainfall2030RCP85,annualAccumilatedRainfall2050RCP45,annualAccumilatedRainfall2050RCP85,annualAccumilatedRainfall2080RCP45,annualAccumilatedRainfall2080RCP85,Year,ChlorophyllPercentage_100m,ChlorophyllPercentage_1000m
ESG_100371,Energy,Metals & Mining,Tenaris SA,Tenaris Tubo Caribe Supplier,Supplier,Equipment Supplier,Colombia,7.016147,-73.812867,,H,,H,,H,,0.033532714,,,Steel production,0.019561143,852,0,0,0,0,14.276,4.003,,,,0,0,0,0,0,0,0,0,0,0,0,0,33,34,50,77,67,97,71,99,0,0,0,0,0,0,0,0,235.83,229.58,239.42,231.33,232.25,224.42,2023,,
ESG_100373,Energy,Metals & Mining,Tenaris SA,Tenaris Tubocaribe Villavicencio Pipe Supplier,Supplier,Pipe Supplier,Colombia,4.062771,-73.521431,,H,,H,,H,,2.870557327,,,Steel production,0.030300386,1028,0,0,0,0,17.089,8.975,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,14,6,44,0,0,0,0,0,0,0,0,273.08,269.5,278,270.17,266.5,274.5,2023,0.26,0.2
ESG_100374,Energy,Metals & Mining,Tenaris SA,Tenaris Confab Brazil Office,Office,Office,Brazil,-22.4231349,-41.870263,H,H,H,H,H,VH,,26.25030476,,H,Mining,0.028559439,952,0,0,0,0,13.95,8.286,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,73.5,85.58,74.42,84.33,81.58,74.58,2023,0.31,1.72
ESG_100377,Energy,Metals & Mining,Tenaris SA,Tenaris Confab Industrial Equipment Supplier,Supplier,Equipment Supplier,Brazil,-22.9141541,-45.351491,H,H,H,H,H,VH,,6.950204023,,H,Mining,0.530734778,1124,0,0,0,0,13.234,9.839,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.25,97.75,91.33,94.58,99,87.75,2023,0,0.01
ESG_100384,Energy,Metals & Mining,Tenaris SA,Tenaris Songkhla Equipment Supplier,Supplier,Equipment Supplier,Thailand,7.258034234,100.540652,H,H,H,H,H,VH,,4.434781794,,H,Mining,0.073386945,2555,0,0,0,0,11.596,43.251,,,,,,,,,,0,0,0,0,0,0,8,10,14,35,22,64,39,83,0,0,0,0,0,0,0,0,154.92,161,162.92,163.58,155.08,159.83,2023,,
ESG_100390,Energy,Metals & Mining,Tenaris SA,Tenaris Siat SA Steel Plant,Plant,Steel Plant,Argentina,-33.267423,-60.289503,,H,,H,,H,,0.073396776,,,Steel production,0.191287108,494,0,0,0,0,18.457,4.502,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,76,76,77.33,80.17,80.92,81.33,2023,0.09,3.95
ESG_100396,Energy,Metals & Mining,Tenaris SA,Tenaris Siat Buenos Aires Steel Plant,Plant,Steel Plant,Argentina,-34.6625084,-58.4099572,,H,,H,,H,,68.19881499,,,Steel production,0.409995574,477,0,0,0,0,7.048,6.739,,,,0.46,0.412,0.438,0.406,0.488,0.478,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,85.5,84.42,88.17,90,88.67,92.08,2023,3.49,3.79
ESG_100401,Energy,Metals & Mining,Tenaris SA,Tenaris Empresa Neuquen Steel Plant,Plant,Steel Plant,Argentina,-39.00697813,-68.42725946,,H,,H,,H,,0.494222346,,,Steel production,0.182767075,237,0,0,0,0,60.688,2.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.33,7.25,9.17,7,8.75,9.33,2023,0.17,2.24
ESG_100407,Energy,Metals & Mining,Tenaris SA,Tenaris Siderca Comodoro Rivadavia,Supplier,Equipment Supplier,Argentina,-45.9049547,-67.5846768,,H,,H,,H,,6.082579828,,,Steel production,0.085241414,182,0,0,0,0,1.227,6.534,,,,0.16,0.156,0.152,0.176,0.172,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.92,13.83,14.83,12.04,11.79,11.46,2023,3.63,1.54
ESG_100415,Energy,Metals & Mining,Tenaris SA,Tenaris Conroe Sucker Rods Steel Plant,Plant,Steel Plant,United States of America,30.318633,-95.4163598,,H,,H,,H,,46.08194514,,,Steel production,0.062041991,643,0,0,0,0,54.465,24.982,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,16,20,23,14,29,0,0,0,0,0,0,0,0,92.96,100.33,95.75,97.12,98.46,87.08,2023,0,0.63
ESG_100419,Energy,Metals & Mining,Tenaris SA,Tenaris Tamsa Equipment Supplier Mexico,Supplier,Industrial Equipment Supplier,Mexico,18.6563636,-91.7690662,H,H,H,H,H,VH,,0.868458517,,H,Mining,0.001839637,506,1,1,3.143,3.143,0,0,11,11,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.08,121.75,126.58,130.33,127.67,137.75,2023,6.29,1.88
ESG_100421,Energy,Metals & Mining,Tenaris SA,Tenaris Connections BV Office,Office,Office,Netherlands,52.37763,4.91633,H,H,H,H,H,VH,,62.5285772,,H,Mining,0.001113979,852,0,0,0,0,4.219,3.961,,,,0.02,0.018,0.02,0.02,0.022,0.022,0.14,0.16,0.53,0.59,1.95,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75,74.42,74.33,72,73.75,75,2023,3.68,30.54
ESG_100426,Energy,Metals & Mining,Tenaris SA,Tenaris Beijing Office,Office,Office,China,39.975766,116.472786,H,H,H,H,H,VH,,37.11531753,,H,Mining,0.004080098,433,0,0,0,0,63.637,272.189,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,8,5,16,1,1,0,0,1,0,2,0,53.58,60,54.42,57.83,52.83,59.42,2023,2.87,0.39
ESG_100908,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services S A Uruguay Office,Office,Office,Uruguay,-34.904944,-56.13623,H,H,H,H,H,VH,,22.34921183,,H,Mining,0.027534378,830,0,0,0,0,18.216,15.362,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.83,81.75,85.83,87.08,87.17,90.75,2023,3.47,18.54
ESG_101222,Energy,"Oil, Gas & Consumable Fuels",Royal Dutch Shell PLC,ExxonMobil Chemicals Cowdenbeath,Plant,Gas Plant,United Kingdom of Great Britain and Northern Ireland,56.09578522,-3.311026201,,H,L,,L,H,,4.832027529,H,H,Oil and gas transportation,3.145035072,567,0,0,0,0,4.907,2.159,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.75,65.33,67.17,67.17,69,71,2023,0.75,0.36
ESG_101273,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services First New Cairo Office,Office,Office,Egypt,30.016871,31.421024,H,H,H,H,H,VH,,5.928249847,,H,Mining,0.006699051,495,0,0,0,0,65.881,3.091,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,16,15,28,17,35,0,0,0,0,0,0,0,0,2,2.33,2.17,2.17,2.25,1.75,2023,0,0.07
ESG_102010,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Algeria Office,Office,Office,Algeria,36.746838,3.041059,H,H,H,H,H,VH,,67.05910596,,H,Mining,0.001087802,528,0,0,0,0,7.582,25.708,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48.92,49.33,47.25,47.5,42.92,2023,0,0.03
ESG_102014,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Angola Office,Office,Office,Angola,-8.922861,13.189277,H,H,H,H,H,VH,,85.79233987,,H,Mining,0.004279959,656,0,0,0,0,5.086,5.988,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,44,0,0,0,0,0,0,0,0,49.75,35.92,38.92,43.58,42.08,40.67,2023,66.67,59.68
ESG_102018,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services El Shorouk Cairo Office,Office,Office,Egypt,30.157757,31.600926,H,H,H,H,H,VH,,6.197714658,,H,Mining,0.002342629,490,0,0,0,0,70.265,21.624,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.33,2.17,2.17,2.25,1.67,2023,0,0
ESG_102022,Energy,Metals & Mining,Tenaris SA,Amaja Tubular Services Gahana Office,Office,Office,Ghana,5.599086,-0.18006,H,H,H,H,H,VH,,5.354749335,,H,Mining,0.004417419,1097,0,0,0,0,11.009,2.995,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,19,15,49,31,78,0,0,0,0,0,0,0,0,77.25,72.58,77.5,73.42,74.08,73.67,2023,0,0
ESG_102023,Energy,Metals & Mining,Tenaris SA,Tenaris Nigeria Office,Office,Office,Nigeria,6.44326,3.438176,H,H,H,H,H,VH,,9.699792747,,H,Mining,0.007384758,1113,0,0,0,0,89.464,17.485,,,,1.636,1.674,1.71,1.762,1.808,1.806,0,0,0,0,0,0,11,6,24,25,23,49,36,75,0,0,0,0,0,0,0,0,144.5,143.33,144.92,142.67,145.42,145.75,2023,0,5.95
ESG_102028,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Perth Office,Office,Office,Australia,-31.947582,115.844816,H,H,H,H,H,VH,,15.95747698,,H,Mining,0.001251394,565,1,0,3.143,0.238,0,0.701,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.17,59.67,56.67,54.58,56.08,50.17,2023,5.34,4.97
ESG_102030,Energy,Metals & Mining,Tenaris SA,Tenaris Qingdao Steel Pipe Beijing Office,Office,Office,China,39.983811,116.48582,,H,,H,,H,,38.45165423,,,Steel production,0.063464311,433,0,0,0,0,62.287,272.037,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,8,5,16,1,1,0,0,1,0,2,0,53.58,60,54.42,57.83,52.83,59.42,2023,0.21,0.3
ESG_102033,Energy,Metals & Mining,Tenaris SA,Tenaris Baogang Baotou Steel Pipes Office,Office,Office,China,40.649961,109.833415,,H,,H,,H,,59.5562727,,,Steel production,0.002270193,290,0,0,0,0,80.535,74.259,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.42,30.96,28.92,29.92,27.08,31.71,2023,0,0.32
ESG_102037,Energy,Metals & Mining,Tenaris SA,PT Seamless Pipe Indonesia Jakarta Office,Office,Office,Indonesia,-6.226608,106.799475,,H,,H,,H,,83.81300783,,,Steel production,0.003011397,927,0,0,0,0,7.267,12.728,,,,0.138,0.124,0.148,0.148,0.158,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.92,164.25,161.25,162.75,162.25,157.58,2023,0.69,5.08
ESG_102049,Energy,Metals & Mining,Tenaris SA,Geneva Welded Tubes Steel Plant,Plant,Steel Plant,United States of America,40.537965,-97.597479,,H,,H,,H,,71.08210606,,,Steel production,0.054220391,449,0,0,0,0,104.265,6.084,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,2,1,2,1,1,0,1,0,62.92,66.17,66.25,65.83,62.42,65.08,2023,2.49,0.18
ESG_102055,Energy,Metals & Mining,Tenaris SA,Tenaris Dalmine Costa Volpino Steel Plant,Plant,Steel Plant,Italy,45.828914,10.112399,,H,,H,,H,,1.987464204,,,Steel production,0.715545621,930,0,0,0,0,11.587,7.283,,,,0.284,0.302,0.354,0.338,0.338,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.67,75.17,75.33,73,73.58,67.42,2023,1.89,1.48
ESG_102056,Energy,Metals & Mining,Tenaris SA,Tenaris Dalmine Piombino Steel Plant,Plant,Steel Plant,Italy,42.962324,10.570267,,H,,H,,H,,26.31967127,,,Steel production,7.858835785,1190,0,0,0,0.614,1.828,0.493,,,,0.256,0.25,0.266,0.232,0.242,0.29,0.07,0.07,0.09,0.09,0.14,0.17,0,0,1,0,0,4,0,9,0,0,0,0,0,0,0,0,48.25,48.92,48.25,47.42,45.67,40,2023,7.44,22.6
ESG_102057,Energy,Metals & Mining,Tenaris SA,Tenaris Dalmine Seamless Tubes Steel Plant,Plant,Steel Plant,Italy,45.638806,9.613916,,H,,H,,H,,15.92585608,,,Steel production,0.484108859,860,0,0,0,0,27.533,7.058,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,81.17,81.67,81.67,79.17,80,73.08,2023,0.23,0.22
ESG_102059,Energy,Metals & Mining,Tenaris SA,Tenaris Dalmine Arcore Steel Plant,Plant,Steel Plant,Italy,45.631351,9.341563,,H,,H,,H,,19.61452685,,,Steel production,0.543782372,846,0,0,0,0,26.625,2.646,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,86.92,87,86.96,84.71,85.42,78.75,2023,13.81,1.55
ESG_102062,Energy,Metals & Mining,Tenaris SA,Tenaris Silcotub Campina Oil Field Equipment Supplier,Supplier,Supplier,Romania,45.122017,25.744108,,H,,H,,H,,31.98561589,,,Steel production,0.032373415,734,0,0,0,0,33.496,7.551,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.5,50.08,48.33,48.67,49.42,45.25,2023,1.26,0.31
ESG_102066,Energy,Metals & Mining,Tenaris SA,Tenaris Edmonton Threading Steel Pipe Plant Sherwood Park,Plant,Steel Plant,Canada,53.587645,-113.287367,,H,,H,,H,,20.8956915,,,Steel production,0.546847855,369,0,0,0,0,24.354,12.313,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,14,15,11,15,16,7,41.17,38.25,40,38.17,38.58,43.08,2023,2.81,1.29
ESG_102070,Energy,Metals & Mining,Tenaris SA,Tenaris Comalcalco Threading Steel Plant,Plant,Steel Plant,Mexico,18.214896,-93.22059,,H,,H,,H,,2.9827879,,,Steel production,0.012057178,734,0,0,0,0,11.689,25.525,14,10,,0.844,0.932,0.652,0.918,1.032,0.822,0,0,0,0,0,0,13,10,25,30,31,45,28,58,0,0,0,0,0,0,0,0,171.33,167.5,174.67,175.67,174.58,185.42,2023,0,0.41
ESG_102081,Energy,Metals & Mining,Tenaris SA,Tenaris Ambridge Seamless Tubes Steel Plant,Plant,Steel Plant,United States of America,40.603204,-80.229901,,H,,H,,H,,1.706597855,,,Steel production,0.374069038,656,0,0,0,0,80.191,5.359,,,,0.476,0.446,0.4,0.464,0.49,0.534,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,2,0,85.33,87.42,88.33,90.17,89.08,89.5,2023,3.9,15.84
ESG_102082,Energy,Metals & Mining,Tenaris SA,Tenaris Baytown Threading Steel Plant,Plant,Steel Plant,United States of America,29.719098,-94.931655,,H,,H,,H,,11.43905648,,,Steel production,0.37760551,630,0,0,0,0,40.056,5.227,,,,0.676,0.772,0.862,0.728,0.774,0.712,0,0,0,0,0,0,3,9,14,18,18,22,13,31,0,0,0,0,0,0,0,0,96.42,102.92,98.75,100.08,100.67,90,2023,3.64,7.23
ESG_102083,Energy,Metals & Mining,Tenaris SA,Tenaris Blytheville Welded Tubes Steel Plant,Plant,Steel Plant,United States of America,35.949285,-89.730888,,H,,H,,H,,0.017254234,,,Steel production,0.614323726,714,0,0,0,0,77.689,2.81,,,,1.284,1.418,1.484,1.37,1.424,1.63,0,0,0,0,0,0,0,1,2,4,2,9,6,16,0,0,0,0,0,0,0,0,106.58,113.25,110.33,114.25,112.83,108.42,2023,0.42,0.57
ESG_102084,Energy,Metals & Mining,Tenaris SA,Tenaris Brookfield Threading Steel Plant,Plant,Steel Plant,United States of America,41.227974,-80.572752,,H,,H,,H,,34.72728305,,,Steel production,0.125928704,626,0,0,0,0,85.95,5.451,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,1,2,0,87.75,89.08,89.58,91.17,90.67,91.58,2023,0,0.03
ESG_102085,Energy,Metals & Mining,Tenaris SA,Tenaris Subsea Coiled Tubes Houston Steel Plant,Plant,Steel Plant,United States of America,29.836846,-95.512372,,H,,H,,H,,35.38339298,,,Steel production,0.044292678,654,0,0,0,0,30.163,5.793,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,18,20,24,15,32,0,0,0,0,0,0,0,0,88.83,95.33,91.42,92.83,93.33,82.58,2023,0.25,0.33
ESG_102086,Energy,Metals & Mining,Tenaris SA,Tenaris Scrap Metal Dealer Esteban Echevrria,Scrap Metal Dealer,Scrap Metal Dealer,Argentina,-34.742929,-58.49294,M,H,M,H,M,H,L,79.72965472,,,Metal processing,0.02119866,464,0,0,0,0,18.827,18.541,,,,0.46,0.412,0.438,0.406,0.488,0.478,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,84.58,83.42,87.42,89.42,87.5,91,2023,2.39,5.48
ESG_102093,Energy,Metals & Mining,Tenaris SA,Tenaris Ecuador Pichincha Office,Office,Office,Ecuador,-0.474072,-78.565051,H,H,H,H,H,VH,,3.999156144,,H,Mining,0.069646062,589,0,0,0,0,7.719,7.058,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.17,113.67,129.58,127.42,125.25,145.08,2023,,
ESG_102097,Energy,Metals & Mining,Tenaris SA,Tenaris NKK Tubes KK Kawasaki Office,Office,Office,Japan,35.511078,139.717821,,H,,H,,H,,87.15083509,,,Steel production,0.002655104,1665,0,0,0,0,3.92,2.826,7,25,,0.788,0.852,0.844,0.798,0.86,0.934,0,0,0,0,0,0,0,0,0,0,0,4,2,9,0,0,0,0,0,0,0,0,138.08,128.75,136.67,135.33,141.08,138.75,2023,1.94,5.7
ESG_102099,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Singapore Office,Office,Office,Singapore,1.273555,103.841333,H,H,L,H,L,H,,89.64978479,,,Vulcanisation,0.007248535,1047,0,0,0,0,5.958,4.194,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.42,186.75,180.33,164.5,182.58,173.75,2023,,
ESG_102103,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Korea Office,Office,Office,"Korea, Republic of",37.537149,127.005462,H,H,L,H,L,H,,83.13080738,,,Vulcanisation,0.008583041,438,0,0,0.147,0.004,0.825,0.923,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117.92,116.58,117.83,119.25,119.58,2023,0.47,4.93
ESG_102108,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services France Office,Office,Office,France,48.892919,2.28454,H,H,L,H,L,H,,6.479017715,,,Vulcanisation,0.000645656,753,0,0,0,0,26.88,6.469,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,54.08,51.5,54.67,50.25,2023,0,2.58
ESG_102114,Energy,Metals & Mining,Tenaris SA,Tenaris Deutschland Munich Germany Office,Office,Office,Germany,48.097053,11.536394,H,H,H,H,H,VH,,12.82244396,,H,Mining,0.033225794,857,0,0,0,0.605,15.085,0.422,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.33,83.17,81.58,81.33,82.42,79.08,2023,0.96,1.75
ESG_102117,Energy,Metals & Mining,Tenaris SA,Tenaris Luxembourg Office,Office,Office,Luxembourg,49.627859,6.163293,H,H,H,H,H,VH,,15.9729015,,H,Mining,0.021316431,730,0,0,0,0.055,6.244,0.747,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.25,75.83,76.92,70.5,75.83,73.83,2023,0,0.12
ESG_102121,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Stavanger Norway Office,Office,Office,Norway,58.903721,5.702023,H,H,H,H,H,VH,,0.904457927,,H,Mining,0.020457726,511,0,0,0,0,1.922,1.778,,,,0.03,0.032,0.034,0.03,0.034,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,129.83,130.25,133.75,133.42,139.75,2023,0,1.17
ESG_102123,Energy,Metals & Mining,Tenaris SA,Talta Trading E Marketing Sociedade Unipessoal Office,Office,Office,Portugal,32.647732,-16.907273,H,H,H,H,H,VH,,0,,H,Mining,0.001777822,1017,0,0,0,0,5.85,1.729,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,56.42,56.42,52.67,52.33,48.92,2023,0,31.4
ESG_102124,Energy,Metals & Mining,Tenaris SA,Tenaris Silcotub Romania Office,Office,Office,Romania,44.4653,26.087184,H,H,H,H,H,VH,,26.86903129,,H,Mining,0.005737109,714,0,0,0,0,21.927,7.132,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,39.58,43.67,42.33,42.58,42.83,39.08,2023,0,7.28
ESG_102125,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Moscow Russia Office,Office,Office,Russian Federation,55.759891,37.607328,H,H,L,H,L,H,,59.21312293,,,Vulcanisation,0.00510047,604,0,0,0,0,58.82,4.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.75,67.17,69.17,70,70.25,69.83,2023,9.47,13.42
ESG_102130,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Switzerland Office,Office,Office,Switzerland,46.007898,8.955537,H,H,H,H,H,VH,,5.70151765,,H,Mining,0.005588092,908,0,0,0,0,5.084,1.803,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.17,112.08,111.25,109.25,110.17,104.08,2023,0,17.19
ESG_102131,Energy,Metals & Mining,Tenaris SA,Tenaris Investments Zug Switzerland Office,Office,Office,Switzerland,47.169463,8.5163,H,H,H,H,H,VH,,4.205683862,,H,Mining,0.013604711,831,0,0,0,0,12.26,1.992,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.92,97.42,95.42,94,95.92,91.5,2023,0,24.77
ESG_102137,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Aberdeen Scotland Office,Office,Office,United Kingdom of Great Britain and Northern Ireland,57.148229,-2.096498,H,H,H,H,H,VH,,98.29899306,,H,Mining,0.003539752,686,0,0,0,0,15.011,2.712,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,71.33,72.17,73.17,73.67,77.75,2023,12.44,7.09
ESG_102150,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Abu Dhabi Office,Office,Office,United Arab Emirates,24.483523,54.377182,H,H,L,H,L,H,,81.35859132,,,Vulcanisation,0.000532634,751,0,0,0,0,51.722,3.744,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,6.58,6.5,5.83,6.25,6,2023,0,0.06
ESG_102153,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Dubai Office,Office,Office,United Arab Emirates,25.100079,55.168989,H,H,H,H,H,VH,,73.9374237,,H,Mining,0.004850053,282,0,0,0,0,17.302,17.302,,,,0.022,0.028,0.02,0.036,0.016,0.01,1.2,1.21,1.33,1.37,1.59,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,7.83,7.42,6.5,7.25,6.58,2023,1.18,0.32
ESG_102154,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Toronto Office,Office,Office,Canada,43.641686,-79.377902,H,H,H,H,H,VH,,0.891079277,,H,Mining,0.00482839,644,0,0,0,0,2.872,27.492,,,,0.126,0.142,0.148,0.15,0.146,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,3,0,4,0,69.42,70.67,69.75,68.75,71.67,75.17,2023,2.15,38.05
ESG_102158,Energy,Metals & Mining,Tenaris SA,Tenaris Tubos De Acero De Mexico Jalisco Office,Office,Office,Mexico,20.703814,-103.376706,,H,,H,,H,,36.50636563,,,Steel production,0.00301211,668,0,0,0,0,46.831,1.181,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.92,86.75,78.92,92.92,80.67,106.92,2023,0,0.3
ESG_102159,Energy,Metals & Mining,Tenaris SA,Tenaris Tubos De Acero De Mexico D F Office,Office,Office,Mexico,18.656443,-91.769079,,H,,H,,H,,0.868335179,,,Steel production,0.001233854,494,1,1,3.143,3.143,0,0,11,11,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.08,121.75,126.58,130.33,127.67,137.75,2023,7.14,1.87
ESG_102163,Energy,Metals & Mining,Tenaris SA,Tenaris Global Services Denver Office,Office,Office,United States of America,39.749597,-104.990962,H,H,H,H,H,VH,,15.56163943,,H,Mining,0.002040584,480,0,0,0,0,103.173,4.951,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35.67,34.42,37.5,35.92,36.25,2023,0.36,3.33
